wikidata_id,name,imdb_id
Q3419488,Raphaël Millet,nm3165361
Q3419496,Raphaël Neal,nm1002819
Q3419513,Raphaël Rebibo,nm0714312
Q3419825,Rashid Masharawi,nm0556301
Q3420121,Ratna Sarumpaet,nm3447689
Q3420468,Ray Abrams,nm0009224
Q3420471,Ray Austin,nm0042500
Q3732130,Ernest Morris,nm0606522
Q3732281,Ernesto Maria Pasquali,nm0664700
Q3733011,Esodo Pratelli,nm0695340
Q3733984,Ettore Pasculli,nm0664489
Q4241251,Carlos Hugo Christensen,nm0159741
Q4241261,Leonid Kristi,nm0471591
Q4241285,Henning Kristiansen,nm0471610
Q4241405,Abram Krichevsky,nm1628635
Q4241452,Viacheslav Kryshtofovych,nm0471503
Q4241574,Nick Kroll,nm1802209
Q3406366,Steve Box,nm0101508
Q3407251,Kiril Cenevski,nm0148262
Q3408707,Przemysław Reut,nm1099646
Q3290747,Marguerite Viel,nm0896717
Q3290901,Maria Burton,nm0123661
Q3290968,Maria Koleva,nm0464062
Q3291212,Marian Handwerker,nm0359683
Q3291248,Mariana Otero,nm0652823
Q3291293,Marianne Chaud,nm3117605
Q3291382,Aleksei Saltykov,nm0759135
Q3291516,Nikolay Khomeriki,nm1847677
Q3291656,Marie-Christine Perrodin,nm0674808
Q3735074,Aleksi Salmenperä,nm1167412
Q3735273,Spede Pasanen,nm0664218
Q3735383,Jonathan Lemkin,nm0501380
Q3735652,Aku Louhimies,nm0521803
Q4247882,Saido Kurbanov,nm0475620
Q4249802,Sacha Gervasi,nm0315065
Q4250213,Sebastián Lelio,nm0133326
Q4251124,Kay Cannon,nm0134224
Q4227334,Sergey Kokovkin,nm0463795
Q4227521,Mikhail Kokshenov,nm0463805
Q4227683,Zaza Kolelishvili,nm0464012
Q4228539,Sergey Kolosov,nm0464331
Q4228628,Anatoly Koloshin,nm1572359
Q4228732,Yury Koltun,nm0464439
Q4228966,Arkadi Koltsaty,nm0464432
Q3417260,Rafael Pérez Grovas,nm0701936
Q3417308,Rafaël Ouellet,nm1980782
Q3417410,Raffy Shart,nm0789347
Q3417505,Ragnar Hyltén-Cavallius,nm0405147
Q3530727,Tom Forman,nm0286379
Q3414977,R. W. Goodwin,nm0329535
Q3415827,Raam Shetty,nm0792905
Q3415844,Rabah Ameur-Zaïmeche,nm1140699
Q4242405,Sergei Krutin,nm3837473
Q4242699,Borys Kryzhanivsky,nm0473065
Q4242768,Yevgeny Krylov,nm7041429
Q4243593,Irina Yuryevna Kuberskaya,nm0473432
Q4243707,Zhang Guoli,nm0955346
Q4244172,Oleg Kuvaev,nm13243951
Q4244929,Andrey Kuznetsov,nm3308683
Q4240206,Imants Krenbergs,nm1069576
Q4240986,Arvīds Krievs,nm0471267
Q4241073,Alla Krinitsyna,nm0471364
Q3725564,Enrica Antonioni,nm0031415
Q3725857,Enrico Lando,nm2985661
Q3725976,Enrico Pau,nm2382597
Q3719695,Edoardo Winspeare,nm0935529
Q3719856,Eduardo Tartaglia,nm1302696
Q3719979,Edward José,nm0430968
Q3720114,Eeli Aalto,nm3651200
Q3328202,Murray Lerner,nm0503635
Q3328877,Mustafa Balci,nm1057887
Q3328921,Carlos Velo,nm0892650
Q3328927,Moustapha Dao,nm0200799
Q3424691,Ren Jingfeng,nm0969398
Q3424770,Renan Pollès,nm0689721
Q3424778,Ernst Eklund,nm0252421
Q3424835,Renato Simoni,nm0800625
Q3424848,Renaud Bertrand,nm0078416
Q3419549,Raphaële Billetdoux,nm0082394
Q3423322,Reg Traviss,nm1857340
Q3423495,Reginald Barlow,nm0055275
Q3424553,Remo Forlani,nm0286305
Q3419116,Raoul André,nm0029234
Q3419259,Raoul Rosenberg,nm0742309
Q3419378,Raphael Nussbaum,nm0638278
Q3419399,Raphaël Bassan,nm1480620
Q3419421,Raphaël Clamour,nm3930040
Q3419434,Raphaël Delpard,nm0217779
Q3293083,Mariloup Wolfe,nm0938105
Q3293096,Marilyne Canto,nm0134618
Q3293193,Marine Alice Le Dû,nm1641754
Q3293340,Mario Andreacchio,nm0028196
Q3293365,Mario Bolduc,nm0092836
Q3530874,Tom Santschi,nm0764346
Q3530914,Tom Walls,nm0909398
Q3530919,Tom Warburton,nm1146489
Q3531073,Prathap K. Pothan,nm0693092
Q3329419,Nathaniel Kahn,nm0434896
Q3329791,Jaime Olías,nm4298578
Q3330529,Jesús Bonilla,nm0094625
Q3728410,Rob Schmidt,nm0003343
Q3731502,Eric Louzil,nm0522218
Q3731919,Ermanno Geymonat,nm0315425
Q3732108,Ernest C. Warde,nm0911959
Q3420539,Ray McCarey,nm0564971
Q3420547,Ray Nazarro,nm0623401
Q3420565,Ray Taylor,nm0853028
Q3420644,Raymond B. West,nm0922304
Q3420647,Raymond Bailly,nm0047648
Q3420695,Vincent Rouffaer,nm0745599
Q3420711,Raymond Brousseau,nm0112801
Q3420873,Raymond Garceau,nm0305034
Q3420915,Raymond Hartung,nm0367267
Q3420964,Raymond L. Schrock,nm0775419
Q4255685,Aleksey Alekseevich Lebedev,nm1236885
Q4255774,Nicolai Lebedev,nm0495534
Q4255815,Yury Lebedev,nm0495544
Q4256072,Aziz Sattar,nm0766376
Q4256444,Vasili Levin,nm0505740
Q4256448,Vladimir Levin,nm0505742
Q4256468,Moisey Levin,nm0505680
Q4256469,Mikhail Levin,nm0505658
Q4256615,Nikolay Levitsky,nm10184760
Q3293710,Marisa Silver,nm0798749
Q3293883,Mariusz Pujszo,nm0700269
Q3293978,Mark Allen Michaels,nm0584439
Q3292178,Marie-Pascale Osterrieth,nm0652404
Q3292389,Marie Borrelli,nm1497208
Q3292487,Marie Donnio,nm0232832
Q3292494,Marie Dumora,nm1338787
Q3331990,Máximo Calvo Olmedo,nm0130911
Q3332890,Mélanie Pilon,nm1958450
Q3334684,Nabil Ben Yadir,nm1616394
Q3334835,Nadezhda Ptushkina,nm0699692
Q3334843,Nader Takmil Homayoun,nm2268151
Q3331119,Ngangura Mwezé,nm0628890
Q3331501,Myriam Aziza,nm0044310
Q3331528,Myriam Leroy,nm6296090
Q3331542,Myriam Mézières,nm0617790
Q3532507,Sripriya,nm0820266
Q3532513,K. V. Anand,nm0433895
Q3532618,Toshiharu Ikeda,nm0407466
Q3532622,Toshikazu Nagae,nm1856772
Q3532633,Toshio Hirata,nm0386303
Q3534654,Piyush Mishra,nm0592795
Q3534902,Fazil,nm0269778
Q3535762,P. Vasu,nm0890864
Q3531696,Tony Bonner,nm0094937
Q3531704,Tony Bui,nm0004784
Q3531787,Tony Johnston,nm0426867
Q3531803,Tony Lekain,nm0500846
Q3531879,Tony Saytor,nm0768551
Q3531915,P. K. Raja Sandow,nm0654920
Q3734245,Eugene Moore,nm0601190
Q3734414,Eugenio Perego,nm0673035
Q3734441,Eugenio Testa,nm0856426
Q3734567,Per Aabel,nm0007308
Q3737046,Neil Hardwick,nm0362556
Q3737625,Fabio Calvi,nm2396180
Q3737674,Fabio De Luigi,nm0209948
Q3737810,Fabio Pittorru,nm0685985
Q3531343,Tommy Pistol,nm1874117
Q3531424,Tomotaka Tasaka,nm0850816
Q3531447,Tomás Pérez Turrent,nm0702035
Q3531480,Tomáš Vorel,nm0903438
Q3420975,Raymond Lamy,nm0484029
Q3420991,Raymond Leboursier,nm0495838
Q3420994,Raymond Ditmars,nm0228512
Q3421005,Raymond Lewin,nm0506836
Q3421009,Raymond Longford,nm0519315
Q4253122,Ernie Lively,nm0113536
Q4253466,Vítor Gonçalves,nm0328627
Q4254340,Vladimir Laptev,nm0487848
Q4254432,Yaropolk Lapshin,nm0487837
Q4254987,Sylwester Latkowski,nm1081695
Q4255248,Abram Naroditsky,nm0621501
Q3293503,Mario Mercier,nm0580434
Q3293557,Mario Ruspoli,nm0750880
Q3293640,Marion Laine,nm0481866
Q3293665,Marion Sarraut,nm0765532
Q3421105,Raymond Rajaonarivelo,nm0707355
Q3421133,Raymond S. Persi,nm0675442
Q3421196,Raymond Vouillamoz,nm0903822
Q3421431,Raúl Fernández,nm0273730
Q3421733,Rebecca Zlotowski,nm2294243
Q3532812,M. T. Vasudevan Nair,nm0619760
Q3534190,Prashanth,nm0695286
Q3534435,Vijayakanth,nm1115537
Q3531676,Tony Aboyantz,nm0008911
Q3531682,Tony Baillargeat,nm0047568
Q3531686,Tony Bancroft,nm0051643
Q3531690,Tony Benedict,nm0070824
Q3737842,Fabio Tagliavia,nm1086682
Q3737951,Fabrizio Biggio,nm4384142
Q3737976,Fabrizio Cattani,nm2038684
Q3738055,Fabrizio Lazzaretti,nm0493967
Q3739177,Peeter Simm,nm0799595
Q3739226,Ere Kokkonen,nm0463740
Q3531823,Tony Maylam,nm0562699
Q3531834,Tony Mordente,nm0603286
Q3426401,René Jayet,nm0419737
Q3426409,René Jodoin,nm0423520
Q3426412,René Jolivet,nm0427138
Q3426503,René Le Somptier,nm0494625
Q3416162,Rachid Ferrache,nm0273828
Q3416169,Mohamed Rachid Hami,nm1492932
Q3416194,Rashid Nugmanov,nm0637835
Q3417214,Rafael Baledón,nm0050048
Q3417236,Rafael Lewandowski,nm1293403
Q4251272,Reona Hirota,nm0386420
Q4252102,Yevgeny Lavrentyev,nm1126519
Q4252196,Vladimir Lavrov,nm14212064
Q4252199,German Lavrov,nm0492251
Q4252697,Andrey Ladynin,nm0480649
Q4253062,Solomon Lazurin,nm0493960
Q3740635,Febo Mari,nm0546917
Q3740790,Hardi Volmer,nm0901640
Q3740804,Amy J. Berg,nm1332844
Q3741556,Jens Lien,nm0509633
Q3741562,Stefan Faldbakken,nm1000820
Q3422822,Reda Kateb,nm3024530
Q3422984,Redwan al-Kashif,nm0252835
Q3423028,Reem Kherici,nm3372724
Q3331614,Myron Coureval Fagan,nm0265031
Q3331779,Hiroki Matsukata,nm0559487
Q3334933,Nadine Monfils,nm0597970
Q3334965,Nadir Moknèche,nm0596347
Q3335092,Dante Varona,nm0890159
Q3335177,Naidra Ayadi,nm1929699
Q3335291,Najdat Anzour,nm5866664
Q3330652,Juan Orol,nm0650375
Q3330820,Harry Sinclair,nm0801625
Q3330840,Mabel Lozano,nm0523592
Q3336306,Nat Ross,nm0743715
Q3336449,Natar Ungalaaq,nm0881081
Q3336549,Nathalie Boutefeu,nm0100280
Q4244971,Georgy Kuznetsov,nm0476837
Q4245565,Edward Quist,nm1289899
Q4245940,Leonid Kulagin,nm0474415
Q4245991,Yury Kulakov,nm0474430
Q4246360,Yakov Kulish,nm7239893
Q4246810,Aleksandr Kulyamin,nm0474702
Q4247065,Julij Kuhn,nm0475051
Q3335470,Namir Abdel Messeeh,nm1870495
Q3335585,Nancy Kruse,nm0472866
Q3335603,Nancy Savoca,nm0001700
Q3335866,Naoyuki Tomomatsu,nm1381841
Q3336088,Naresh Malhotra,nm0539495
Q3336235,Nasser Hashemi,nm0368018
Q4241647,Aleksey Kharitidi,nm0451445
Q4242150,Varis Krūmiņš,nm4194746
Q3425963,René Cardona,nm0136579
Q3425989,René Chanas,nm0151200
Q3426004,Alfred Lind,nm0511155
Q3426075,René Delacroix,nm0216089
Q3426152,Ruby Yang,nm0002548
Q3736039,Sulev Nõmmik,nm0639133
Q3736349,Ezio Alovisi,nm2062665
Q3736585,Masashi Yamamoto,nm0945449
Q3736945,Lynne Littman,nm0003313
Q3737030,Jaan Toomik,nm4060204
Q5271494,Diane Kern,nm2721725
Q5271540,Diane Paragas,nm1597602
Q5271686,Dianne Houston,nm0396817
Q5272206,Dibakar Banerjee,nm1962313
Q5272797,Dick Crockett,nm0188398
Q3749385,Francesca D'Aloja,nm0195017
Q3749525,Francesco Amato,nm1267569
Q3749647,Francesco Bonelli,nm0094254
Q3749740,Francesco Carrozzini,nm2577841
Q3293986,Mark Ashley,nm1131544
Q3294019,Mark Burnett,nm0122407
Q3294063,Mark Ervin,nm0259965
Q3294076,Mark Farrell,nm0268277
Q3328135,Muriel Teodori,nm0879406
Q4257645,Alberto Lecchi,nm0496029
Q4258887,Yevgeny Leonov-Gladyshev,nm0503097
Q4259298,Vladimir Lert,nm4275933
Q4259826,Celestino Gorostiza,nm0331254
Q4260574,Nikolay Leshchenko,nm0503950
Q3536892,Arjun Sarja,nm0035018
Q3537602,K. Bhagyaraj,nm0080180
Q3537627,Józef Zbiróg,nm0953958
Q3741565,Federica Pontremoli,nm1703635
Q3741645,Federico Brugia,nm4448072
Q3741699,Federico Di Cicilia,nm0223745
Q3741716,Federico Ferrone,nm2759333
Q3424859,Renaud Cohen,nm0169699
Q3424862,Renaud De Putter,nm2631796
Q3425142,Morten Tyldum,nm0878763
Q3426234,René Gainville,nm0301390
Q3426257,René Gaveau,nm0310473
Q3426271,René Gilson,nm0319708
Q3426361,René Hervil,nm0381178
Q3541033,Troy Miller,nm0003474
Q3541672,Tsuneo Kobayashi,nm0462076
Q3541837,Tuck Tucker,nm0970388
Q3543293,Dingdong Dantes,nm0200615
Q3543740,Michirō Endō,nm1199209
Q3530775,Tom Lazarus,nm0493842
Q3530829,Tom Palmer,nm0658476
Q3530860,Tom Ricketts,nm0725529
Q3530867,Tom Ruegger,nm0749161
Q4256822,Timofei Levchuk,nm0505204
Q4257013,Vladimir Legoshin,nm0499407
Q4257029,Anna Legchilova,nm0499246
Q4257498,Leonīds Leimanis,nm0500423
Q5273355,Dick Sebast,nm0780922
Q5273554,Ron Judkins,nm0431954
Q5273792,Dickson Iroegbu,nm2173701
Q5276316,Digna Sinke,nm0802444
Q3557398,Victor Kulle,nm0474651
Q3557482,Victor Nuñez,nm0638033
Q3557627,Victor Varnado,nm0890075
Q3557641,Victor de Fast,nm0208315
Q3557679,Victoria Bedos,nm2605079
Q3557811,Vidi Bilu,nm0082699
Q3558246,Vijay Singh,nm0802256
Q3558326,Viktor Tregubovich,nm0871750
Q3561512,Vivek Agrawal,nm6482555
Q3561514,Vivek Vaswani,nm0890875
Q3561515,Vivek Sharma,nm1433566
Q3561515,Vivek Sharma,nm1018908
Q3556007,Vernon Zimmerman,nm0956796
Q3556772,Viatcheslav Amirkhanian,nm0024984
Q3556914,Vicente Amorim,nm0025241
Q3556927,Vicente Jorge Silva,nm0798543
Q3557113,Victor Adamson,nm0011535
Q3557235,Victor Cook,nm0177328
Q3559700,Vincent Lannoo,nm0486994
Q3559712,Vincent Lombard,nm0518336
Q3559719,Vincent Macaigne,nm0531195
Q3559767,Vincent Nordon,nm0635173
Q3559781,Vincent Patar,nm0665262
Q3559782,Vincent Paterson,nm0665535
Q5290453,Dominic Allen,nm3383148
Q5290454,Dominic Anciano,nm0025823
Q5290474,Dominic Brigstocke,nm0109273
Q5290502,Dominic Cooke,nm4315078
Q5290546,Dominic Hailstone,nm0354168
Q3338673,Niko Kanxheri,nm1007345
Q3338877,Nevill Coghill,nm0169065
Q3336252,Nassim Amaouche,nm1715453
Q3336285,Nat G. Deverich,nm0222401
Q3336293,Nat Hiken,nm0383733
Q3745149,Filippo Cipriano,nm1986643
Q3745345,Filippo Vendemmiati,nm4523290
Q3559409,Vince Di Meglio,nm0224084
Q3559415,Vince Lozano,nm0523629
Q3559589,Vincent Dietschy,nm0226303
Q3559593,Vincent Dieutre,nm0226398
Q3336568,Nathalie Ducharme,nm0239803
Q3337346,Nawaf Al-Janahi,nm2008953
Q3337401,Naël Marandin,nm0544828
Q3337574,Neal Israel,nm0411477
Q3337679,Ned Finley,nm0278062
Q3543900,Teddy Kristiansen,nm3247544
Q3543971,Joey Marquez,nm1285140
Q3544101,Tomoko Matsunashi,nm2240748
Q3544106,Shingo Yamashiro,nm0945601
Q3739450,Faouzi Bensaïdi,nm0072364
Q3739468,Zlatko Bourek,nm0099848
Q3739588,Fariborz Kamkari,nm1514817
Q3740126,Fatma Zohra Zamoum,nm2235254
Q3741747,Federico Greco,nm1029798
Q3741879,Federico Rizzo,nm3213963
Q3741946,Federico Zampaglione,nm2508341
Q3742252,Rein Raamat,nm0704673
Q3742259,Kaljo Kiisk,nm0452764
Q3745351,Filippo Walter Ratti,nm0711894
Q3745742,Finn Taylor,nm0852363
Q3745859,Fiorella Infascelli,nm0408646
Q3745900,Fiorenzo Serra,nm3453622
Q3747050,Folco Quilici,nm0703559
Q4298610,Albert Mkrtchyan,nm0594793
Q4300073,Sergey Mokritsky,nm0596364
Q4301044,Aleksandr Molochnikov,nm6615978
Q4301481,Ion Timuș,nm0863822
Q3339750,Nick Gillard,nm0004233
Q3339752,Nick Gomez,nm0327064
Q3339755,Nick Hamm,nm0358327
Q3426517,René Lefèvre,nm0499151
Q3426534,René Leprince,nm0503415
Q3426568,René Lucot,nm0524786
Q3426592,René Manzor,nm0544528
Q3426753,René Plaissetty,nm0686421
Q3337800,Neil Affleck,nm0012682
Q3337847,Neill Fearnley,nm0269899
Q3337866,Nejib Belkadhi,nm0067946
Q3337906,Nell Shipman,nm0794109
Q3337908,Nell Scovell,nm0780051
Q3742700,Ferdinando Vicentini Orgnani,nm0895930
Q3742995,Fernán Mirás,nm0592625
Q3743671,Kamal El Sheikh,nm0252760
Q3745115,Filippo Bologna,nm3798121
Q3425675,René-Daniel Dubois,nm0239469
Q3425789,René Balcer,nm0049569
Q3425791,René Barberis,nm0053528
Q3425892,René Borg,nm0096450
Q3425961,René Cardona III,nm0136551
Q3536023,J. P. Chandrababu,nm1194078
Q3536351,Tracy R. West,nm0922376
Q3536381,Gautham Menon,nm1069826
Q3536570,Youssef El Ani,nm1278145
Q3536755,Sekhar Kammula,nm2289322
Q3545220,Tsumasaburō Bandō,nm0051765
Q3545682,Dina de Marco,nm0545784
Q3545857,Carla Valencia Dávila,nm2201524
Q3546080,Fermín Barva,nm0059459
Q3546641,BB Gandanghari,nm1106049
Q3547630,Uberto Pasolini,nm0664667
Q3547728,Udi Aloni,nm1250535
Q3547802,Ugo Fangareggi,nm0266765
Q3559634,Vincent Garenq,nm1202716
Q3559658,Vincent Hachet,nm2065667
Q3559679,Vincent J. Donehue,nm0232401
Q3339792,Nick Sandow,nm0762191
Q3559786,Vincent Perrot,nm1344128
Q3559810,Vincent Ravalec,nm0712257
Q3559842,Vincent Solheid,nm4512122
Q3559849,Vincent Tavier,nm0851759
Q3426783,René Pujol,nm0700259
Q3426909,René Sti,nm0829954
Q3426970,René Vernadet,nm0894489
Q3427112,Renée Blanchar,nm0087019
Q3427861,Ernst Günther,nm0351576
Q3560361,R. J. Cutler,nm0191712
Q3560543,Vipul Amrutlal Shah,nm1150959
Q3560610,Virgil W. Vogel,nm0900972
Q3560770,Virginie Sauveur,nm1077862
Q3560778,Virginie Wagon,nm0906174
Q3750334,Francesco Munzi,nm0613359
Q3750430,Francesco Patierno,nm1391054
Q4295625,Gulya Mirzoeva,nm2479548
Q4295658,Reza Mirkarimi,nm0591925
Q4296027,Felix Mironer,nm0592483
Q4296267,Sergey Miroshnichenko,nm0592512
Q3340113,Nicolas Bonilauri,nm0094599
Q3340135,Nicolas Boukhrief,nm0099398
Q3340153,Nicolas Brossette,nm1870725
Q3340224,Nicolas Cuche,nm0190988
Q3340292,Nicolas Errèra,nm0259818
Q3749821,Francesco Conversano,nm0176580
Q3749826,Francesco Cordio,nm0179597
Q3749862,Francesco Dal Bosco,nm0197529
Q3749949,Francesco Falaschi,nm0265856
Q3750294,Francesco Miccichè,nm1031332
Q5280525,Max Cole,nm5314390
Q5285358,Djo Tunda Wa Munga,nm4062319
Q5286478,Doan Hoang,nm2871297
Q5286484,Doan Minh Phuong,nm1847937
Q5289370,Dolly Wells,nm0920185
Q3544135,Fernando Allende,nm0021193
Q3544520,Randy Santiago,nm1259204
Q3544638,Paul Rudish,nm0748796
Q3544725,Park Kwang-hyun,nm2019556
Q4314660,Rodion Nakhapetov,nm0620471
Q4315520,Boris Nebieridze,nm0623881
Q4315580,Boris Nebylitsky,nm1301349
Q4315752,Boris Nevzorov,nm0627560
Q4315835,Konrad Niewolski,nm1407454
Q4315866,Aleksandr Nevsky,nm1323785
Q3339291,Ngawang Chophel,nm3224188
Q3339525,Niazi Mostafa,nm0609200
Q3339539,Nic Cramer,nm0186184
Q3339666,Nicholas Kendall,nm0447630
Q3339712,Nick Bird,nm1496016
Q3339725,Nick Cogley,nm0169088
Q3538193,Travers Vale,nm0883920
Q3538544,Treva Etienne,nm0262125
Q3539613,Tristan Aurouet,nm1193701
Q3539614,Tristan Carné,nm0138894
Q3539641,Tristan Mendès France,nm10252825
Q5277846,Dina Jacobsen,nm1078718
Q5278063,Dinesh Baboo,nm0045068
Q5278096,Dinesh Lamba,nm1473802
Q5278105,Dinesh Vijan,nm1803649
Q5278363,Dinkar D. Patil,nm0665594
Q5279314,Dionciel Armstrong,nm2802474
Q3339764,Nick Knight,nm1193353
Q3339765,Nick Louvel,nm0522181
Q3339781,Nick Ormerod,nm3078168
Q5292304,Don Boyd,nm0101750
Q5292320,Don Brockett,nm0110667
Q5292459,Don Coutts,nm1108836
Q5292581,Don Escudero,nm0260491
Q5292597,Don Featherstone,nm1067861
Q4305678,Mariya Muat,nm7657470
Q4306683,Rafail Muzykant,nm0616267
Q4306783,Lúcia Veríssimo,nm0895156
Q4307788,Aleksey Muradov,nm1252576
Q4307855,Aleksandr Muratov,nm0613634
Q4307859,Aleksandr Muratov,nm0613635
Q4307920,Celina Murga,nm0613851
Q3340474,Nicolas Koretzky,nm0466222
Q3340587,Nicolas Maury,nm2072440
Q3340652,Nicolas Pariser,nm3033662
Q3340676,Nicolas Picard-Dreyfuss,nm0681412
Q3561560,Vivian Miessen,nm0585826
Q3561570,Viviane Candas,nm1117656
Q3561614,Vivienne Dick,nm1997609
Q3561769,Vladimir Shredel,nm0795354
Q3561808,Vladimir Kozlov,nm3269984
Q5276805,Dilip Mehta,nm0576549
Q5277410,Dimitar Anakiev,nm2371269
Q5277443,Dimitar Petrov,nm1003276
Q5277656,Dimitris Nikolaidis,nm0631798
Q5277684,Dimitris Voyatzis,nm1911166
Q5296833,Donovan Cook,nm0177015
Q5296942,Donyo Donev,nm1085267
Q5298004,Doris Wells,nm0920190
Q5299478,M.A. Jalil Ananta,nm5382397
Q5300255,Doug Atchison,nm0040328
Q4312193,Eduard Nazarov,nm0623375
Q4312204,Natalia Nazarova,nm0623392
Q4312266,Mikhail Nazvanov,nm0623442
Q4313193,Khodzha Durdy Narliyev,nm0621489
Q4314154,Georgi Natanson,nm0622147
Q5293451,Don Roy King,nm0454660
Q5293499,Don Selwyn,nm0783628
Q5293718,Don White,nm1838807
Q5294199,Donald Crombie,nm0188589
Q5294325,Donald F. Campbell,nm0132398
Q3554260,Valérie Gaudissart,nm0309982
Q3554289,Valérie Massadian,nm2244088
Q3554302,Valérie Mréjen,nm0610750
Q3554312,Valérie Stroh,nm0834805
Q3553698,Valeria Sarmiento,nm0765384
Q3553706,Valerie Buhagiar,nm0119541
Q3554229,Valérie Benguigui,nm0071116
Q3546968,Renzo Merusi,nm0581651
Q3547014,Tonia Marketaki,nm0548389
Q3547025,Ishmael Bernal,nm0076075
Q3547129,Michael V.,nm1259243
Q3559863,Vincent Trintignant,nm0873007
Q3559893,Vincent de Brus,nm0207640
Q3559976,Vinci Vogue Anžlovar,nm0901127
Q3561851,Vladimir Prifti,nm1066330
Q3561911,Vladislav Kvasnicka,nm0476957
Q3562445,Marko Škop,nm3120448
Q3563826,Sharmeen Obaid-Chinoy,nm1581464
Q3563923,Václav Marhoul,nm0546905
Q5290634,Dominic Roche,nm0733924
Q5290645,Dominic Savage,nm0767289
Q5290679,Dominic Zapata,nm1542079
Q5291380,Yasuhiro Imagawa,nm0408006
Q5292164,Don Argott,nm0034531
Q4665925,Abdullah Al-Eyaf,nm2293097
Q4665981,Abdullah Ekşioğlu,nm4315218
Q4666047,Abdullah Oğuz,nm1283973
Q4666096,Abdullah al Mamun,nm2621093
Q4666251,Abdur Razzak,nm2593193
Q4666385,Abe Forsythe,nm0287082
Q4666411,Abe Levy,nm0506312
Q3341180,Nicolás Lasnibat,nm1473834
Q3341239,Nidhal Guiga,nm1886652
Q3341288,Niels Mueller,nm0007158
Q3341569,Mykola Hejko,nm0311971
Q3341634,Nikoloz Shengelaya,nm0790828
Q4301583,Vladimir Monakhov,nm0597558
Q4301620,Yury Monglovsky,nm1355943
Q4302696,Tatsuya Mori,nm0605307
Q4303011,Semyon Morozov,nm0606154
Q4303047,Maria Morozova,nm3769728
Q4303330,David Morskoy,nm3606903
Q4303651,Nikolay Moskalenko,nm0608740
Q4305677,Mariya Muat,nm0610798
Q4666414,Abe Levitow,nm0506187
Q4667347,Abhaya Simha,nm4401736
Q4667390,Abhijeeth,nm5189656
Q4667435,Abhinav Kashyap,nm3508781
Q3560782,Virginie Thévenet,nm0862432
Q3560924,Andrey Tutyshkin,nm0878390
Q3561180,Vitaliy Versace,nm2648766
Q3561346,Richard Rosson,nm0744514
Q3340869,Nicolas Wadimoff,nm0905570
Q3340882,Nicolas Wright,nm1288961
Q3341067,Nicole Kassell,nm0975026
Q3564148,Filip Remunda,nm1150657
Q4662709,Aashiq Abu,nm3351235
Q4662776,Aathreya,nm0040490
Q4664459,Abby Ginzberg,nm1076642
Q4664962,Abdiel Colberg,nm1379615
Q3427896,Carin Mannheimer,nm0543176
Q5295386,Donari Braxton,nm3645523
Q5295445,Kazuo Mori,nm0605245
Q5296096,Donick Cary,nm0142620
Q5296333,Donna Deitch,nm0215123
Q4319907,Vladimir Nikitchenko,nm0631696
Q4319910,Ivan Nikitchenko,nm0631694
Q4320073,Shankar Ramakrishnan,nm3488838
Q4320121,Valery Nikolaev,nm0631792
Q4320164,Igor Nikolayev,nm0631837
Q4320203,Yelena Nikolayeva,nm0631860
Q4320307,G. S. Vijayan,nm0897215
Q4320453,Oleg Nikolayevsky,nm0631862
Q5300830,Doug Pray,nm0695629
Q5300924,Doug Spearman,nm0817335
Q5301120,Dougie Anderson,nm1397207
Q5301218,Douglas Arrowsmith,nm3926295
Q5301281,Douglas Buck,nm0118348
Q5301308,Douglas Camfield,nm0131769
Q3340680,Nicolas Philibert,nm0679928
Q3340719,Nicolas Ragni,nm5620841
Q3340363,Nicolas Giraud,nm1604999
Q3340403,Nicolas Herdt,nm0378839
Q3340424,Nicolas Humbert,nm0401695
Q3340442,Nicolas Jallot,nm3708784
Q3554333,Valéry Rosier,nm2198327
Q3554420,Van Ling,nm0512746
Q3554516,Vanessa Estelle Williams,nm0004539
Q3554538,Vanessa Le Reste,nm1081703
Q5294410,Donald Gallaher,nm0302368
Q5294761,Donald Macardle,nm0531243
Q4665107,Abdolreza Kahani,nm3213992
Q4665848,Abdulkadir Ahmed Said,nm1294651
Q5301509,Douglas Gayeton,nm2058109
Q5301509,Douglas Gayeton,nm7013030
Q5301514,Douglas Gerrard,nm0314700
Q5301604,Douglas Hodge,nm0388061
Q3339869,Nikos Mastorakis,nm0557789
Q3339906,Nicola Sornaga,nm0815094
Q3340019,Nicolas Alberny,nm1485668
Q3340065,Nicolas Bary,nm1388428
Q3340086,Nicolas Benamou,nm1318381
Q3547805,Ugo Falena,nm0266080
Q3547909,Sunplaza Nakano Kun,nm1176192
Q3547910,Ulf Palme,nm0658073
Q3548654,Eriko Watanabe,nm0913794
Q3548734,Tatsuya Ishii,nm0411029
Q3554547,Vanessa Parise,nm1060984
Q3554643,Vanya Peirani-Vignes,nm1493883
Q3554800,Varick Frissell,nm0295920
Q3554993,Vasily Zhuravlyov,nm0955901
Q3556003,Vernon Sewell,nm0786607
Q4296287,Lev Mirsky,nm0592551
Q4296917,Katie Mitchell,nm1247458
Q4297292,Aleksandr Mikhaylov,nm2381404
Q4297719,Valery Mikhaylovsky,nm0586477
Q4298058,Kirill Mikhanovsky,nm1699715
Q4298514,Oleksiy Mishuryn,nm0592807
Q4298547,Vasiliy Mishchenko,nm0592741
Q5301772,Douglas Mackinnon,nm0533559
Q5301800,Douglas McKeown,nm0571653
Q5301980,Douglas Sloan,nm3348226
