wikidata_id,name,imdb_id
Q201483,Pierre Fresnay,nm0294382
Q201512,Steve Nicolson,nm0630496
Q201856,Stephen Gregory,nm0339952
Q201893,Fortune Gordien,nm0329899
Q233911,Jessica Jung,nm4227335
Q233922,Jennifer Esposito,nm0261170
Q6107,Tupac Shakur,nm0000637
Q44115,Zeynel Doğan,nm3171860
Q44131,Werner Herzog,nm0001348
Q201198,Travis Fimmel,nm1379938
Q201259,John Berg,nm1295834
Q201569,Jack Jones,nm0428278
Q201608,Dennis Rodman,nm0005379
Q5577,Salvador Dalí,nm0198557
Q43897,Karl Obermayr,nm0643328
Q43950,Jacob Artist,nm4498664
Q44036,Tonya Pinkins,nm0684371
Q89761,Vilma Degischer,nm0214748
Q89764,Thomas Fritsch,nm0295991
